name_in_database,domain,authors,journal,year,expt_in_paper,stimuli,n_subjects_master,min_trials,max_trials,n_tasks_conditions,confidence_type,confidence_scale_raw,conf_simultaneous,conf_min_est,conf_max_est,conf_n_levels_est,conf_is_discrete_est,manipulations,notes_master,task_type,csv_found,csv_error,csv_columns,csv_n_columns,csv_n_rows,csv_n_subjects,csv_file_size_bytes,is_multi_task,n_tasks_detected,task_suffixes,has_explicit_accuracy,has_any_rt,has_decision_rt,has_separate_conf_rt,rt_type,conf_min_actual,conf_max_actual,conf_n_unique_actual,conf_is_discrete_actual,conf_n_levels_actual,conf_non_numeric,stimulus_is_binary,stimulus_values,response_is_binary,response_values,has_correct_col,has_error_col,feedback,response_device,data_collection_dates,auto_tags,n_tags,tag_notes
Kantner_unpub1,Memory,"Kantner, Lindsay",Unpublished,,,Words,48,96,96,1,confidence rating,3-point,yes,1.0,3.0,3.0,True,none,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_decConf, Accuracy, Raw_Response, StimulusType",8,4608,48.0,113903,True,2,,True,True,True,False,combined,1.0,3.0,3,True,3.0,,True,"0, 1",True,"0, 1",False,False,,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,"multi-task (2 tasks, suffixes=[]): run analyses per task"
Kantner_unpub2,Memory,"Kantner, Lindsay",Unpublished,,,Words,67,150,300,6,confidence rating,3-point,yes,1.0,3.0,3.0,True,"feedback, nature of old items",,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_decConf, Condition, Accuracy, Raw_Response, StimulusType",9,10650,67.0,469235,True,2,,True,True,True,False,combined,1.0,3.0,3,True,3.0,,True,"0, 1",True,"0, 1",False,False,,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,"multi-task (2 tasks, suffixes=[]): run analyses per task"
Konishi_2019,Perception,"Konishi, Compain, Berberian, Sackur, de Gardelle",PsyArXiv,2019.0,,random dot kinematogram,93,540,1080,4,confidence rating,continuous (50-100),no,50.0,100.0,,False,motion coherence and color numerosity proportion,,binary_classification,True,,"Subj_idx, task, Trial_Number, blockstart, Coherence_Motion, Difficulty_Color, Stimulus_Motion, Stimulus_Color, Accuracy_Motion, Accuracy_Color, Response_Motion, Response_Color, RT_dec_Motion, RT_dec_Color, Confidence_Motion, Confidence_Color, condition, exp",18,66960,93.0,6913651,True,2,"Color, Motion",True,True,True,False,decision_only,50.0,100.0,1259,False,,,True,"-1, 1",True,"-1.0, 1.0",False,False,No.,Keyboard.,From March 2018 to September 2018.,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,"continuous confidence → binning required for meta-d'; multi-task (2 tasks, suffixes=['Color', 'Motion']): run analyses per task"
Kreis_2019,Memory,Kreis et al.,OSFpreprint,2019.0,Expt 1,squiggly shapes,46,30,30,1,confidence wedge,continuous (0-180),yes,0.0,180.0,,False,none,,continuous_estimation,True,,"Subj_idx, Trial_number, Stimulus, Response, Confidence, RT_dec, RT_conf, Time_finish, Response_angle_in_degrees, Response_raw_in_degrees, RT_start_trial",11,1380,46.0,61102,True,3,degrees,False,True,True,True,separate,0.0,180.0,64,False,,,False,"125, 155, 203, 229, 275, 335, 42, 56, 59, 96",True,"0.0, 1.0",False,False,"yes, trial-by-trial feedback was included",,,"confidence_error, confidence_rt, estimation_error, mean_confidence, mean_rt, rt_distribution",6,"continuous estimation: shape orientation; continuous angle recall; binary accuracy/d'/meta-d' not applicable; multi-task (3 tasks, suffixes=['degrees']): run analyses per task"
Kvam_2015_ch,Perception,"Kvam, Pleskac, Yu, Busemeyer",PNAS,2015.0,Choice condition,Random dot kinematogramms,9,1296,1632,1,confidence rating,continuous (50-100),no,50.0,100.0,,False,"coherence, timing of confidence prompt, choice/no-choice (see next entry)",,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Coherence, Prompt_time",8,12768,9.0,436798,False,1,,False,True,True,True,separate,0.0,100.0,101,False,,,True,"1, 2",True,"1, 2",False,False,Feedback was given after each trial about whether or not the response was correct and whether or not the confidence response was correct (because the paradigm allowed for reversals),"Mouse; confidence responses entered on a radial scale by moving mouse to desired location (e.g., left = 0, up = 50, right = 100). Illustration provided in the paper",,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Kvam_2015_nc,Perception,"Kvam, Pleskac, Yu, Busemeyer",PNAS,2015.0,No-choice condition,Random dot kinematogramms,9,1296,1632,1,confidence rating,continuous (50-100),yes,50.0,100.0,,False,"coherence, timing of confidence prompt, choice/no-choice (see previous entry)",,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_decConf, Coherence, Prompt_time",7,12768,9.0,340540,False,1,,False,True,True,False,combined,50.0,100.0,51,False,,,True,"1, 2",True,"1, 2",False,False,Feedback was given after each trial about whether or not the response was correct and whether or not the confidence response was correct (because the paradigm allowed for reversals),"Mouse; confidence responses entered on a radial scale by moving mouse to desired location (e.g., left = 0, up = 50, right = 100). Illustration provided in the paper",,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,continuous confidence → binning required for meta-d'
Kvam_2016,Perception,Kvam and Pleskac,Cognition,2016.0,Expt 2,Colored dots,29,20,160,1,confidence rating,continuous (50-100),yes,50.0,100.0,,False,"proportion of dots favoring option A:B, number of total dots",,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_decConf, DotProportion, DotNumber",7,4400,29.0,118739,False,1,,False,True,True,False,combined,50.0,100.0,51,False,,,True,"1, 2",True,"1, 2",False,False,Feedback was given after each trial about whether or not the confidence response fell on the correct side of the scale,"Mouse; confidence responses entered on a radial scale by moving mouse to desired location (e.g., left = 0, up = 50, right = 100). Illustration provided in the paper",,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,continuous confidence → binning required for meta-d'
Law_unpub,Perception,"Law, Lee",Unpublished,,,Random Dot Kinematogram,16,1200,1200,1,confidence rating,4-point,yes,1.0,4.0,4.0,True,motion coherence,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_decConf, blocki, triali, keypress, coh_level, coherence, isCalibTrial, stairID, accTarget",13,19200,16.0,1345960,False,1,,False,True,True,False,combined,1.0,4.0,4,True,4.0,,True,"1, 2",True,"1, 2",False,False,- no trial-by-trial feedback,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,
Lebreton_2018,Perception,"Lebreton, et al.",Sci. Advances,2018.0,Expt 1-4,Gabors,125,108,324,1,confidence rating,continuous (50-100),no,50.0,100.0,,False,incentives,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, stim1, stim2, incentive, accuracy, feeback_performance, feedback_lottery, block, trial_in_block",13,25320,125.0,1121179,False,1,,True,True,True,False,decision_only,0.5,1.0,11,False,,,True,"-1, 1",True,"-1, 1",False,False,,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,continuous confidence → binning required for meta-d'
Lempert_2015,Perception,"Lempert, Chen, & Fleming",PlosOne,2015.0,,auditory stimuli: click trains,40,180,180,1,confidence rating,6-point,no,1.0,6.0,6.0,True,"auditory version of ""coherence"" (click rate ratio left/right)  ",,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, Coherence, Accuracy",7,7200,40.0,264050,False,1,,True,True,True,False,decision_only,1.0,6.0,6627,False,,,True,"1, 2",True,"1, 2",False,False,None.,Keyboard,Data was collected between 4/26/2013 and 7/9/2013.,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,continuous confidence → binning required for meta-d'
Lindsay_2014,Memory,"Lindsay, Kantner, Fallow",book chapter,2014.0,,"Words, Paintings",47,192,192,3,confidence rating,3-point,yes,1.0,3.0,3.0,True,stimulus type,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_decConf, Condition, Accuracy, Raw_Response, StimulusType",9,9024,47.0,307502,True,2,,True,True,True,False,combined,1.0,3.0,3,True,3.0,,True,"0, 1",True,"0, 1",False,False,,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,"multi-task (2 tasks, suffixes=[]): run analyses per task"
Lo_unpub,Perception,Lo & Duncan,Unpublished,,,Gabors,32,600,600,2,confidence rating,11-point,no,1.0,11.0,11.0,True,self-nonself association,,binary_response_graded_stimulus,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Contrast, Condition, Accuracy, Side",10,19200,32.0,918231,False,1,,True,True,True,True,separate,0.0,10.0,11,True,11.0,,False,"0, 1, 2",True,"1, 2",False,False,,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,graded stimulus: Gabors; 3 stim levels (0=catch?); has Accuracy; binary response; requires binarization for d'
Locke_2020,Perception,"Locke*, Gaffin-Cahn*, Hosseinizaveh, Mamassian, & Landy","Attention, Perception, & Psychophysics",2020.0,,Gabors,10,5260,5980,8,confidence rating,2-point,no,1.0,2.0,2.0,True,prior probability and reward,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Difficulty, Condition, Training, Session, Trial_in_block, Subject_info",12,54220,10.0,2420214,False,1,,False,True,True,True,separate,0.0,1.0,2,True,2.0,,True,"0, 1",True,"0, 1",False,False,,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Maniscalco_2017_expt1,Perception,"Maniscalco, McCurdy,Odegaard, & Lau",J Neurosci,2017.0,Expt 1,gratings in noise,30,1000,1000,1,confidence rating,4-point,no,1.0,4.0,4.0,True,none,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Contrast, BlockNumber",8,30000,30.0,1418078,False,1,,False,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"0, 1",True,"0.0, 1.0",False,False,,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Maniscalco_2017_expt2,Perception,"Maniscalco, McCurdy,Odegaard, & Lau",J Neurosci,2017.0,Expt 2,gratings in noise,41,510,510,1,confidence rating,4-point,no,1.0,4.0,4.0,True,none,"in odd-numbered blocks, no conf ratings collected in first half of the block",binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Contrast, ContrastLevel, BlockNumber",9,20910,41.0,1035768,False,1,,False,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"0, 1",True,"0.0, 1.0",False,False,,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Maniscalco_2017_expt3,Perception,"Maniscalco, McCurdy,Odegaard, & Lau",J Neurosci,2017.0,Expt 3,gratings in noise,21,1000,1000,1,confidence rating,4-point,no,1.0,4.0,4.0,True,provision of confidence ratings,"in odd-numbered blocks, no wagers collected in first half of the block",binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Contrast, BlockNumber, BlockType, ConfCollected",10,21000,21.0,1044311,False,1,,False,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"0, 1",True,"0.0, 1.0",False,False,,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Maniscalco_2017_expt4,Perception,"Maniscalco, McCurdy,Odegaard, & Lau",J Neurosci,2017.0,Expt 4,gratings in noise,33,1000,1000,1,wager,4-point,no,1.0,4.0,4.0,True,provision of wagers,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Contrast, BlockNumber, BlockType, ConfCollected, Points",11,33000,33.0,1723569,False,1,,False,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"0, 1",True,"0.0, 1.0",False,False,,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Martin_unpub,Perception,"Martin, Hsu",Unpublished,,,metacontrast masking figures,21,600,600,2,visibility,2-point,yes,1.0,2.0,2.0,True,real vs illusory figures,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_decConf, Contrast, Condition, Accuracy, Gender, Age",10,12600,21.0,599148,False,1,,True,True,True,False,combined,0.0,1.0,2,True,2.0,,True,"LEFT, RIGHT",True,"LEFT, RIGHT",False,False,Not given.,Keyboard.,Data collection took place between 4th and 18th June 2019.,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,
Massoni_2017,Perception,Massoni & Roux,Journal of Mathematical Psychology,2017.0,,dots,120,50,50,2,confidence rating,continuous (0-100),no,0.0,100.0,,False,"feedback, time exposure",,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Difficulty, Accuracy, Feedback, Study",10,6000,120.0,231124,False,1,,True,True,True,True,separate,0.0,1.0,19,False,,,True,"1, 2",True,"1, 2",False,False,Feedback on accuracy after each trial in Study 1 (subjects 1 to 66) no feedback in Study 2 (subjects 67 to 120).,keyboard.,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Massoni_unpub,Perception,Massoni ,Unpublished,,,dots,50,200,200,2,confidence rating,continuous (0-100),no,0.0,100.0,,False,"feedback, difficulty",Split into reports for central & peripheral tasks,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Difficulty, Accuracy, Feedback, Study",10,10000,50.0,362604,False,1,,True,True,True,True,separate,0.0,1.0,11,False,,,True,"1, 2",True,"1, 2",False,False,"No feedback on accuracy after each trial in Study 1 (subjects 1 to 23), feedback in Study 2 (subjects 24 to 50).",keyboard.,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Matthews_2018_exp1,Perception,"Matthews, Schröder, Kaunitz, van Boxtel, Tsuchiya",Philosophical Transactions B,2018.0,Expt 1,Faces / Letters,8,1344,1344,3,confidence rating,4-point,yes,1.0,4.0,4.0,True,attention,Split into reports for central & peripheral tasks,binary_classification,True,,"Subj_idx, Stimulus_1, Response_1, Confidence_1, RT_decConf_1, SOA_1, Accuracy_1, Stimulus_2, Response_2, Confidence_2, RT_decConf_2, SOA_2, Accuracy_2, Condition_Attention, Training, Task",16,10752,8.0,991454,True,2,,True,True,True,False,combined,1.0,4.0,4,True,4.0,,True,"different, same",True,"different, same",False,False,Participants received no trial-by-trial feedback.,Mouse.,2015-2016.,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,"multi-task (2 tasks, suffixes=[]): run analyses per task"
Matthews_2018_exp2,Perception,"Matthews, Schröder, Kaunitz, van Boxtel, Tsuchiya",Philosophical Transactions B,2018.0,Expt 2,Discs / Letters,13,1220,1320,4,confidence rating,4-point,yes,1.0,4.0,4.0,True,"attention, report type",Several participants returned for multiple sessions under different manipulations hence large differences in trial numbers for certain subject IDs.,binary_classification,True,,"Subj_idx, Stimulus_1, Response_1, Confidence_1, RT_decConf_1, SOA_1, Accuracy_1, Stimulus_2, Response_2, Confidence_2, RT_decConf_2, SOA_2, Accuracy_2, Condition_Attention, Condition_Report, Training, Task",17,17060,13.0,1945132,True,2,,True,True,True,False,combined,1.0,4.0,4,True,4.0,,True,"different, same",True,"different, same",False,False,Participants received no trial-by-trial feedback.,Mouse.,2015-2016.,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,"multi-task (2 tasks, suffixes=[]): run analyses per task"
Matthews_2019,Memory,"Matthews, Wu, Corneille, Hohwy, van Boxtel, Tsuchiya","Attention, Perception, & Psychophysics",2019.0,,Faces,34,600,1280,8,confidence rating,4-point,yes,1.0,4.0,4.0,True,"memory type, probe lag, trial length, stimulus type, stimulus orientation",Split into reports for central & peripheral tasks. Included participants with functional and organic motor disorders + age-matched controls,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_decConf, Accuracy, Lag, Trial_length, Condition_Scene, Condition_Orientation, Task",11,23000,34.0,1738767,False,1,,True,True,True,False,combined,1.0,4.0,4,True,4.0,,True,"probe_left, probe_right",True,"probe_left, probe_right",False,False,Participants received no trial-by-trial feedback on the probe recognition task.,Mouse.,2016.,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,
Matthews_unpub,Perception,"Matthews, Nagao, Ding, Newby, Kempster, Hohwy",Unpublished,,,Gabors / Letters,60,720,720,3,confidence rating,4-point,yes,1.0,4.0,4.0,True,"attention, expectations, clinical condition",,binary_classification,True,,"Subj_idx, Stimulus_1, Response_0, Confidence_1, RT_decConf_1, Contrast_1, Accuracy_1, Stimulus_2, Response_2, Confidence_2, SOA_2, Accuracy_2, Condition_Attention, Condition_Expectations, Training, Group, Task",17,43200,60.0,4891006,True,2,,True,True,True,False,combined,1.0,4.0,4,True,4.0,,True,"0, 1",True,"0, 1",False,False,Participants received no trial-by-trial feedback.,Mouse.,2017-2018.,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,"multi-task (2 tasks, suffixes=[]): run analyses per task"
Mazancieux_2018,Mixed,"Mazancieux, Fleming, Souchay, & Moulin",PsyArXiv,2018.0,,dots / words / questions / numbers,181,160,160,4,confidence rating,11-point,no,1.0,11.0,11.0,True,,There is also a perceptual awareness rating scale in addition to confidence reports on each trial,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_decision, RT_confidence, Task",7,28960,181.0,741493,False,1,,False,True,True,True,separate,0.0,10.0,11,True,11.0,,True,"1, 2",True,"1, 2",False,False,No feedback was provided.,"Keyboard (""s"" for left responses and ""l"" for right responses).",Data were collected between October � December 2017,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Mazor_2020,Perception,"Mazor, Friston & Fleming",eLife,2020.0,,Noisy Gabors,46,400,480,2,confidence rating,6-point,no,1.0,6.0,6.0,True,Task (detection or discrimination),There is also a perceptual awareness rating scale in addition to confidence reports on each trial,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, Conf_presses, Condition, Accuracy, Contrast, Orientation",10,18480,46.0,880450,False,1,,True,True,True,False,decision_only,1.0,6.0,6,True,6.0,,True,"0, 1",True,"0.0, 1.0",False,False,no feedback was delivered.,MRI compatible response boxes.,August 2018 - January 2019,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,
Mazor_2021_Expt1,Perception,"Mazor, Moran & Fleming",Neuroscience of Consciousness,2021.0,1,Q & O,205,96,96,1,confidence rating,0-1 continuous,no,0.0,1.0,,False,,,binary_classification,True,,"Subj_idx, Stimulus, Response, RT_dec, Confidence, RT_conf, SOA, Accuracy, Trial",9,19680,205.0,1343900,False,1,,True,True,True,True,separate,0.0,1.0,6310,False,,,True,"1, 2",True,"1, 2",False,False,"Trial-by-trial feedback was not provided. Block-wise feedback was provided about accuracy, confidence in correct responses, and confidence in incorrect responses.",Keyboard,January – March 2021,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Mazor_2021_Expt2,Perception,"Mazor, Moran & Fleming",Neuroscience of Consciousness,2021.0,2,C & O,143,96,96,1,confidence rating,0-1 continuous,no,0.0,1.0,,False,,,binary_classification,True,,"Subj_idx, Stimulus, Response, RT_dec, Confidence, RT_conf, SOA, Accuracy, Trial",9,13728,143.0,941666,False,1,,True,True,True,True,separate,0.0,1.0,5303,False,,,True,"1, 2",True,"1, 2",False,False,"Trial-by-trial feedback was not provided. Block-wise feedback was provided about accuracy, confidence in correct responses, and confidence in incorrect responses.",Keyboard,January – March 2021,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Mazor_2021_Expt3,Perception,"Mazor, Moran & Fleming",Neuroscience of Consciousness,2021.0,3,tilted & vertical lines,289,96,96,1,confidence rating,0-1 continuous,no,0.0,1.0,,False,,,binary_classification,True,,"Subj_idx, Stimulus, Response, RT_dec, Confidence, RT_conf, SOA, Accuracy, Trial",9,27744,289.0,1894322,False,1,,True,True,True,True,separate,0.0,1.0,6605,False,,,True,"1, 2",True,"1, 2",False,False,"Trial-by-trial feedback was not provided. Block-wise feedback was provided about accuracy, confidence in correct responses, and confidence in incorrect responses.",Keyboard,January – March 2021,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Mazor_2021_Expt4,Perception,"Mazor, Moran & Fleming",Neuroscience of Consciousness,2021.0,4,curved & straight lines,199,96,96,1,confidence rating,0-1 continuous,no,0.0,1.0,,False,,,binary_classification,True,,"Subj_idx, Stimulus, Response, RT_dec, Confidence, RT_conf, SOA, Accuracy, Trial",9,19104,199.0,1309792,False,1,,True,True,True,True,separate,0.0,1.0,5970,False,,,True,"1, 2",True,"1, 2",False,False,"Trial-by-trial feedback was not provided. Block-wise feedback was provided about accuracy, confidence in correct responses, and confidence in incorrect responses.",Keyboard,January – March 2021,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Mazor_2021_Expt5,Perception,"Mazor, Moran & Fleming",Neuroscience of Consciousness,2021.0,5,upward & downward tilted cubes,153,96,96,1,confidence rating,0-1 continuous,no,0.0,1.0,,False,,,binary_classification,True,,"Subj_idx, Stimulus, Response, RT_dec, Confidence, RT_conf, SOA, Accuracy, Trial",9,14688,153.0,995246,False,1,,True,True,True,True,separate,0.0,1.0,5109,False,,,True,"1, 2",True,"1, 2",False,False,"Trial-by-trial feedback was not provided. Block-wise feedback was provided about accuracy, confidence in correct responses, and confidence in incorrect responses.",Keyboard,January – March 2021,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Mazor_2021_Expt6,Perception,"Mazor, Moran & Fleming",Neuroscience of Consciousness,2021.0,6,flipped & normal Ns,118,96,96,1,confidence rating,0-1 continuous,no,0.0,1.0,,False,,,binary_classification,True,,"Subj_idx, Stimulus, Response, RT_dec, Confidence, RT_conf, SOA, Accuracy, Trial",9,11328,118.0,759718,False,1,,True,True,True,True,separate,0.0,1.0,4654,False,,,True,"1, 2",True,"1, 2",False,False,"Trial-by-trial feedback was not provided. Block-wise feedback was provided about accuracy, confidence in correct responses, and confidence in incorrect responses.",Keyboard,January – March 2021,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Mazor_2021_Expt7,Perception,"Mazor, Moran & Fleming",Neuroscience of Consciousness,2021.0,7,noisy gratings & noise,136,96,96,1,confidence rating,0-1 continuous,no,0.0,1.0,,False,,,binary_classification,True,,"Subj_idx, Stimulus, Response, RT_dec, Confidence, RT_conf, SOA, Accuracy, Trial",9,13056,136.0,902359,False,1,,True,True,True,True,separate,0.0,1.0,5233,False,,,True,"1, 2",True,"1, 2",False,False,"Trial-by-trial feedback was not provided. Block-wise feedback was provided about accuracy, confidence in correct responses, and confidence in incorrect responses.",Keyboard,January – March 2021,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Mei_2019_Exp1,Perception,"Mei, Rankine,Olafsson, Soto",bioRxiv,2019.0,Expt 1,Oriented Gratings,15,600,600,1,confidence rating & visibility,2-point,no,1.0,2.0,2.0,True,Prior to each trial participants made prospective beliefs of success and decisions to engage attention,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, Awareness, RT_dec, RT_conf, RT_aware, Prediction_Success, Trial_count, Block_count, Accuracy",12,9000,15.0,511031,False,1,,True,True,True,True,separate,1.0,2.0,2,True,2.0,,True,"1, 2",True,"1, 2",False,False,No,Keyboard.,Data was collected in March 2014.,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Mei_2019_Exp2,Perception,"Mei, Rankine,Olafsson, Soto",bioRxiv,2019.0,Expt 2,Oriented Gratings,16,600,600,1,confidence rating & visibility,2-point,no,1.0,2.0,2.0,True,Prior to each trial participants made prospective beliefs of success and decisions to engage attention,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, Awareness, RT_dec, RT_conf, RT_aware, Attention_Decision, Trial_count, Block_count, Accuracy",12,9600,16.0,543701,False,1,,True,True,True,True,separate,1.0,2.0,2,True,2.0,,True,"1, 2",True,"1, 2",False,False,No,Keyboard.,Data was collected in April 2015.,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
OHora_2017,Perception,"O'Hora, Zgonnikov, Kenny, Wong-Lin",Fechner Day proceedings,2017.0,,Random dot kinematogramms,27,528,528,1,wager,5-point,no,1.0,5.0,5.0,True,,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Coherence, Accuracy, Training",9,14256,27.0,794513,False,1,,True,True,True,True,separate,10.0,50.0,5,True,5.0,,True,"0, 1",True,"0, 1",False,False,Included,Mouse,Jan-March 2017,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
